REGION_NAME,BRAND,SKU,MONTH,AVERAGE_BASE_PRICE,VOLUME
COAST,FRESH FRI,5L,10,2645.409091,1296.405
COAST,FRESH FRI,5L,11,4798,53.46
COAST,FRESH ZAIT,10L,1,9618.162162,3002.67
COAST,FRESH ZAIT,10L,2,15210.89362,6032.07
COAST,FRESH ZAIT,10L,3,9408,2182.95
COAST,FRESH ZAIT,10L,4,18043.82609,3501.63
COAST,FRESH ZAIT,10L,5,10956,4437.18
COAST,FRESH ZAIT,10L,6,9554.285714,3385.8
COAST,FRESH ZAIT,10L,7,4224,17.82
COAST,FRESH ZAIT,20L,1,10999.35294,9515.88
COAST,FRESH ZAIT,20L,2,9458.32,11030.58
COAST,FRESH ZAIT,20L,3,11784.7,10994.94
COAST,FRESH ZAIT,20L,4,9725.383648,6557.76
COAST,FRESH ZAIT,20L,5,10361.75,11600.82
COAST,FRESH ZAIT,20L,6,11268.1435,10656.36
COAST,FRESH ZAIT,20L,7,5135.777778,196.02
COAST,FRYKING,500G,3,4426,24
COAST,FRYMATE,,1,1824.666667,85
COAST,FRYMATE,,2,1405.090909,60
COAST,FRYMATE,,3,1996.4,155
COAST,FRYMATE,,4,2415,75
COAST,FRYMATE,,5,2862.222222,100
COAST,FRYMATE,,6,1717.333333,20
COAST,FRYMATE,,8,1288,10
COAST,FRYMATE,100G,1,1288,85
COAST,FRYMATE,100G,2,1288,80
COAST,FRYMATE,100G,3,1626.947368,120
COAST,FRYMATE,100G,4,3059,95
COAST,FRYMATE,100G,5,2576,180
COAST,FRYMATE,100G,6,1840,50
COAST,FRYMATE,10KG,1,2269.138298,1020
COAST,FRYMATE,10KG,2,2606.551402,1330
COAST,FRYMATE,10KG,3,2733.168539,1160
COAST,FRYMATE,10KG,4,3021.483871,1340
COAST,FRYMATE,10KG,5,2191.236364,1150
COAST,FRYMATE,10KG,6,2480.957746,840
COAST,FRYMATE,10KG,7,2097,30
COAST,FRYMATE,17KG,1,3779,272
COAST,FRYMATE,17KG,2,3977.894737,340
COAST,FRYMATE,17KG,3,3779,306
COAST,FRYMATE,17KG,4,3779,255
COAST,FRYMATE,17KG,5,3779,374
COAST,FRYMATE,17KG,6,3779,306
COAST,FRYMATE,1KG,1,3830,196
COAST,FRYMATE,1KG,2,3831,138
COAST,FRYMATE,1KG,3,4630.3,358
COAST,FRYMATE,1KG,4,3616.941176,230
COAST,FRYMATE,1KG,5,3138.75,96
COAST,FRYMATE,1KG,6,3841.6,74
COAST,FRYMATE,1KG,8,2820.571429,80
COAST,FRYMATE,1KG,9,2468,30
COAST,FRYMATE,2KG,1,5202,36
COAST,FRYMATE,2KG,2,8092,84
COAST,FRYMATE,2KG,3,4624,96
COAST,FRYMATE,2KG,4,7803,108
COAST,FRYMATE,2KG,5,17340,120
COAST,FRYMATE,2KG,6,3468,12
COAST,FRYMATE,500G,1,3260.842105,458
COAST,FRYMATE,500G,2,5483.538462,508
COAST,FRYMATE,500G,3,3952.941176,512
COAST,FRYMATE,500G,4,3148.222222,322
COAST,FRYMATE,500G,5,3186.206897,352
COAST,FRYMATE,500G,6,3104.571429,84
COAST,FRYMATE,500G,8,2466,80
COAST,FRYMATE,500G,9,3288,40
COAST,FRYMATE,50G,2,975,3.6
COAST,FRYMATE,5KG,1,1134,70
COAST,FRYMATE,5KG,2,1287,55
COAST,FRYMATE,5KG,3,1278.642857,85
COAST,FRYMATE,5KG,4,2106,120
COAST,FRYMATE,5KG,5,1244.454545,65
COAST,FRYMATE,5KG,6,2808,80
COAST,MPISHI POA,100G,3,1288,5
COAST,MPISHI POA,100G,5,2576,10
COAST,MPISHI POA,1KG,1,3011,35.035
COAST,MPISHI POA,1KG,2,6022,70.07
COAST,MPISHI POA,1KG,3,3973.909091,160.21
COAST,MPISHI POA,1KG,4,3438.681818,280.35
COAST,MPISHI POA,250G,3,1288,5
COAST,MPISHI POA,250G,4,1288,5
COAST,MPISHI POA,2KG,3,6936,49.82
COAST,MPISHI POA,2KG,4,4624,99.64
COAST,MPISHI POA,500G,1,3468,25.132
COAST,MPISHI POA,500G,2,10404,75.396
COAST,MPISHI POA,500G,3,6242.4,336.716
COAST,MPISHI POA,500G,4,3468,110.528
COAST,NDUME,1KG,1,6408.511538,10380
COAST,NDUME,1KG,2,7801.17734,10150
COAST,NDUME,1KG,3,10462.83432,10990
COAST,NDUME,1KG,4,9610.315789,9450
COAST,NDUME,1KG,5,12440.59671,19220
COAST,NDUME,1KG,6,9875.717949,10581
COAST,NDUME,1KG,7,9726.9,530
COAST,NDUME,1KG,8,1485,10
COAST,NDUME,700G,1,2246.7,437.5
COAST,NDUME,700G,2,2037.742857,462
COAST,NDUME,700G,3,2235.428571,302.4
COAST,NDUME,700G,4,2141.945946,520.8
COAST,NDUME,700G,5,2319.636364,338.1
COAST,NDUME,700G,6,2036.525,537.6
COAST,NDUME,700G,8,4172.8,134.4
COAST,NDUME,800G,1,2757.666667,163.2
COAST,NDUME,800G,2,3413,67.2
COAST,NDUME,800G,3,2982,38.4
COAST,NDUME,800G,4,4275,28.8
COAST,NDUME,800G,5,1425,9.6
COAST,NDUME,800G,6,2137.5,28.8
COAST,NDUME,800G,8,1425,9.6
COAST,NDUME,200G,2,877,19.21
COAST,NDUME,200G,8,2631,172.89
COAST,NDUME,200G,9,8770,192.1
COAST,ONJA,10KG,1,1768,20
COAST,ONJA,10KG,2,5525,250
COAST,ONJA,10KG,3,10372.26667,880
COAST,ONJA,10KG,4,14365,1300
COAST,ONJA,10KG,5,4520.833333,310
COAST,ONJA,10KG,6,10739.83333,730
COAST,ONJA,10KG,7,1706,10
COAST,ONJA,1KG,6,4242,12
COAST,ONJA,1KG,7,3507.3,186
COAST,ONJA,1KG,8,4429.5,198
COAST,ONJA,1KG,9,4242,180
COAST,ONJA,1KG,10,4242,60
COAST,ONJA,1KG,11,4242,12
COAST,ONJA,250G,6,490.1259843,105.5
COAST,ONJA,250G,7,525.3100917,501.75
COAST,ONJA,250G,8,660.5314183,694
COAST,ONJA,250G,9,653.7505198,566.25
COAST,ONJA,250G,10,409.4363992,361
COAST,ONJA,250G,11,538.4358974,141.75
COAST,ONJA,500G,6,2163,24
COAST,ONJA,500G,7,1437.545455,577
COAST,ONJA,500G,8,1707.375,484
COAST,ONJA,500G,9,1634.4,213
COAST,ONJA,500G,10,1450.390244,293
COAST,ONJA,500G,11,1457.666667,62
COAST,POPCO,1KG,4,6945,50
COAST,POPCO,1KG,5,11945.4,430
COAST,POPCO,1KG,6,13890,100
COAST,POPCO,1KG,4,1543,10
COAST,POPCO,600G,1,4570,36
COAST,POPCO,1L,1,3695.045455,1047.718
COAST,POPCO,1L,2,4127.268293,1090.482
COAST,POPCO,1L,3,3517.08,1133.246
COAST,POPCO,1L,4,3805.941176,833.898
COAST,POPCO,1L,5,3332.578947,816.0796667
COAST,POPCO,1L,6,3716.16,598.696
COAST,POPCO,1L,8,3318,85.528
COAST,POPCO,1L,9,3318,42.764
COAST,POPCO,2L,1,4849.477273,750.222
COAST,POPCO,2L,2,3891.457627,807.246
COAST,POPCO,2L,3,4282.22449,737.748
COAST,POPCO,2L,4,4153.560976,598.752
COAST,POPCO,2L,5,3412.688889,539.946
COAST,POPCO,2L,6,3547.833333,374.22
COAST,POPCO,2L,7,3041,10.692
COAST,POPCO,2L,8,8447.222222,267.3
COAST,POPCO,2L,9,3041,32.076
COAST,POPCO,3L,1,9386.196078,1700.24
COAST,POPCO,3L,2,6760.327273,1320.626667
COAST,POPCO,3L,3,7426.311111,1186.96
COAST,POPCO,3L,4,6623.466667,1058.64
COAST,POPCO,3L,5,5911.854545,1154.88
COAST,POPCO,3L,6,6260.818182,978.44
COAST,POPCO,3L,8,10035.55556,320.8
COAST,POPCO,3L,9,4516,64.16
COAST,POPCO,3L,11,4516,16.04
COAST,POPCO,500ML,1,1926,96.12
COAST,POPCO,500ML,2,1868,64.08
COAST,POPCO,500ML,3,2663.111111,74.76
COAST,POPCO,500ML,4,3424,42.72
COAST,POPCO,500ML,5,1956.571429,42.72
COAST,POPCO,500ML,6,1712,37.38
COAST,POPCO,500ML,8,1712,16.02
COAST,POPCO,500ML,9,1712,5.34
COAST,POPCO,500ML,11,1712,5.34
COAST,POPCO,5L,1,11261.53086,3492.72
COAST,POPCO,5L,2,9080.369565,3198.69
COAST,POPCO,5L,3,10833.48889,3733.29
COAST,POPCO,5L,4,7621.768116,2013.66
COAST,POPCO,5L,5,7056.064516,2512.62
COAST,POPCO,5L,6,7650.410959,2138.4
COAST,POPCO,5L,7,9308,35.64
COAST,POPCO,5L,8,9529.619048,766.26
COAST,POPCO,5L,9,10083.66667,231.66
COAST,POPCO,5L,11,25597,196.02
COAST,RAINBOW,200G 1KG,1,1232,84
COAST,RAINBOW,200G 1KG,2,1232,114
COAST,RAINBOW,200G 1KG,3,1232,108
COAST,RAINBOW,200G 1KG,4,1232,66
COAST,RAINBOW,200G 1KG,5,1232,102
COAST,RAINBOW,200G 1KG,6,1232,60
COAST,RAINBOW,200G 1KG,7,1232,6
COAST,RAINBOW,500G,3,480,3
COAST,RAINBOW,500G 200G,1,1299,6
COAST,RAINBOW,500G 200G,2,1299,6
COAST,RAINBOW,500G 200G,4,1299,6
COAST,RAINBOW,500G 200G,5,1299,6
COAST,SALIT,10L,1,14228.86111,10540.53
COAST,SALIT,10L,2,11627.91391,7226.01
COAST,SALIT,10L,3,13071.69811,8553.6
COAST,SALIT,10L,4,13539.32836,7466.58
COAST,SALIT,10L,5,13658.96067,10005.93
COAST,SALIT,10L,6,18691.61491,12384.9
COAST,SALIT,10L,7,21217,436.59
COAST,SALIT,10L,8,30918.90625,8143.74
COAST,SALIT,10L,9,18402.5,757.35
COAST,SALIT,10L,11,8227,169.29
COAST,SALIT,1L,1,2136.593607,1520.937
COAST,SALIT,1L,2,2215.494118,1224.234
COAST,SALIT,1L,3,3372.901639,1337.391
COAST,SALIT,1L,4,1984.219355,999.702
COAST,SALIT,1L,5,2783.056,1130.679
COAST,SALIT,1L,6,1695.377778,743.985
COAST,SALIT,1L,7,966.6299213,399.168
COAST,SALIT,1L,8,1244.971429,425.007
COAST,SALIT,1L,9,875.0967742,441.045
COAST,SALIT,1L,10,1461.444444,85.536
COAST,SALIT,1L,11,3290,85.536
COAST,SALIT,20L,1,15206.34694,15414.3
COAST,SALIT,20L,2,12536.11915,12188.88
COAST,SALIT,20L,3,13399.55556,10478.16
COAST,SALIT,20L,4,14977.4955,13757.04
COAST,SALIT,20L,5,14402.608,14897.52
COAST,SALIT,20L,6,16433.50485,14006.52
COAST,SALIT,20L,7,16510.16667,409.86
COAST,SALIT,20L,8,53598.22222,7983.36
COAST,SALIT,20L,9,14766.85714,427.68
COAST,SALIT,20L,11,9152.375,302.94
COAST,SALIT,2L,1,2322.469027,1808.73
COAST,SALIT,2L,2,2759.320896,1274.13
COAST,SALIT,2L,3,3822.670103,1277.694
COAST,SALIT,2L,4,2168.60625,1195.722
COAST,SALIT,2L,5,2396.295082,1511.136
COAST,SALIT,2L,6,2351.289063,1037.124
COAST,SALIT,2L,7,1206.4,187.11
COAST,SALIT,2L,8,1306.223684,342.144
COAST,SALIT,2L,9,1551.083333,256.608
COAST,SALIT,2L,10,1298.511628,192.456
COAST,SALIT,2L,11,3723.6,64.152
COAST,SALIT,3L,1,4129.032258,2673.333333
COAST,SALIT,3L,2,4527.627907,2710.76
COAST,SALIT,3L,3,5933.309735,2333.82
COAST,SALIT,3L,4,3834.434783,1841.926667
COAST,SALIT,3L,5,3695.09434,2726.8
COAST,SALIT,3L,6,3638.979866,1887.373333
COAST,SALIT,3L,7,2285.714286,334.1666667
COAST,SALIT,3L,8,3343.753846,756.5533333
COAST,SALIT,3L,9,2816,529.32
COAST,SALIT,3L,10,2499.254237,513.28
COAST,SALIT,3L,11,1728,24.06
COAST,SALIT,500ML,1,1110.658228,268.191
COAST,SALIT,500ML,2,1097.245283,177.7545
COAST,SALIT,500ML,3,1566.965517,138.996
COAST,SALIT,500ML,4,1047.381579,243.243
COAST,SALIT,500ML,5,1406.391304,296.703
COAST,SALIT,500ML,6,1297.393939,130.977
COAST,SALIT,500ML,7,698.5106383,100.2375
COAST,SALIT,500ML,8,890.5714286,76.1805
COAST,SALIT,500ML,9,1341.7,40.986
COAST,SALIT,500ML,10,482.4347826,33.858
COAST,SALIT,500ML,11,1553.444444,42.768
COAST,SALIT,5L,1,5263.219697,5212.35
COAST,SALIT,5L,2,7711.342105,4397.085
COAST,SALIT,5L,3,8705.56391,4343.625
COAST,SALIT,5L,4,5037.79085,2891.295
COAST,SALIT,5L,5,5223.298578,4134.24
COAST,SALIT,5L,6,6020.899225,2913.57
COAST,SALIT,5L,7,3094.093023,498.96
COAST,SALIT,5L,8,4820.057971,1247.4
COAST,SALIT,5L,9,3831.83871,891
COAST,SALIT,5L,10,2989.8,672.705
COAST,SALIT,5L,11,3088.4,57.915
NYANZA,SAWA  SOAP,70G,5,729.1255061,1951.32
SOUTH RIFT,SAWA  SOAP,125G,7,268.1054173,1896.05
CENTRAL,SAWA  SOAP,20G,6,2517.981818,1861.591875
SOUTH RIFT,SAWA  SOAP,125G,10,245.8848263,1858.65
SOUTH RIFT,SAWA  SOAP,125G,6,437.0740439,1842.1
COAST,SAWA  SOAP,,2,1660.119241,1830.6
CENTRAL,SAWA  SOAP,125G,6,388.8361499,1814.0625
SOUTH RIFT,SAWA  SOAP,20G,7,332.7677019,1804.263542
CENTRAL,SAWA  SOAP,20G,1,2736.163265,1801.47
NYANZA,SAWA  SOAP,,2,2620.273913,1801.2
NYANZA,SAWA  SOAP,,1,2713.815315,1800.6
CENTRAL,SAWA  SOAP,125G,9,281.4223328,1760.975
NYANZA,SAWA  SOAP,,5,4065.894366,1725.6
NYANZA,SAWA  SOAP,225G,12,354.3658024,1723.585
SOUTH RIFT,SAWA  SOAP,20G,11,359.0901408,1715.113125
SOUTH RIFT,SAWA PETROLLEUM JELLY,200ML,8,1356.392265,1711.237222
CENTRAL,SAWA  SOAP,125G,8,241.2836704,1702.575
SOUTH RIFT,SAWA PETROLLEUM JELLY,200ML,7,1394.550725,1676.755556
SOUTH RIFT,SAWA  SOAP,20G,10,361.6535662,1671.995417
NYANZA,SAWA PETROLLEUM JELLY,200ML,8,1981.858921,1664.585556
COAST,SAWA  SOAP,,1,1464.395778,1658.4
SOUTH RIFT,SAWA  SOAP,20G,9,388.8720379,1657.096528
NAIROBI,SAWA  SOAP,70G,4,1104.577396,1649.97
NYANZA,SAWA  SOAP,,3,1830.451827,1646.6
NYANZA,SAWA  SOAP,,4,3158.936782,1642.8
NYANZA,SAWA PETROLLEUM JELLY,200ML,5,3142.153333,1642.611944
CENTRAL,SAWA  SOAP,20G,4,1966.225806,1638.068056
NYANZA,SAWA  SOAP,250G,4,1983.014354,1632.76
SOUTH RIFT,SAWA  SOAP,70G,1,271.2417303,1594.974
NYANZA,SAWA PETROLLEUM JELLY,200ML,7,2204.940299,1544.575833
CENTRAL,SAWA  SOAP,20G,5,1633.971429,1537.6625
NAIROBI,SAWA  SOAP,20G,6,4922.478261,1520.941736
NYANZA,SAWA  SOAP,70G,6,790.237911,1470.14
NYANZA,SAWA PETROLLEUM JELLY,50ML,8,599.7063797,1452.576951
NORTH RIFT,SAWA  SOAP,20G,4,854.7619048,1450.050556
NORTH RIFT,SAWA PETROLLEUM JELLY,200ML,7,1297.221519,1428.622778
NYANZA,SAWA PETROLLEUM JELLY,30ML,8,732.9485981,1425.635667
NORTH RIFT,SAWA  SOAP,20G,2,1479.72028,1422.52
SOUTH RIFT,SAWA  SOAP,70G,12,202.3120923,1413.72
NORTH RIFT,SAWA PETROLLEUM JELLY,200ML,8,1135.390449,1408.6775
NYANZA,SAWA  SOAP,70G,4,678.0699301,1396.5
NYANZA,SAWA PETROLLEUM JELLY,30ML,7,1017.479784,1373.0095
SOUTH RIFT,SAWA  SOAP,70G,3,323.9138674,1369.9
NORTH RIFT,SAWA  SOAP,20G,3,1524.902256,1364.22
NYANZA,SAWA  SOAP,70G,3,752.250501,1362.62
COAST,SAWA PETROLLEUM JELLY,200ML,5,1770.690909,1357.631111
CENTRAL,SAWA  SOAP,125G,7,230.8142941,1355.4375
COAST,SAWA  SOAP,,5,1291.613833,1339.4
NAIROBI,SAWA  SOAP,20G,3,1634.859504,1328.956597
NYANZA,SAWA PETROLLEUM JELLY,200ML,9,1876.133663,1320.783056
CENTRAL,SAWA PETROLLEUM JELLY,50ML,8,699.5144158,1317.245
COAST,SAWA PETROLLEUM JELLY,200ML,8,1123.462687,1311.655556
COAST,SAWA  SOAP,20G,2,2447.949367,1300.09
SOUTH RIFT,SAWA  SOAP,70G,2,307.1979076,1298.5
NAIROBI,SAWA  SOAP,,3,2248.720207,1295.6
CENTRAL,SAWA  SOAP,125G,10,236.8216806,1279.2625
NYANZA,SAWA  SOAP,125G,12,276.9592308,1270.0375
NORTH RIFT,SAWA  SOAP,20G,5,715.1034483,1255.595764
CENTRAL,SAWA PETROLLEUM JELLY,50ML,7,728.4429642,1249.585
COAST,SAWA  SOAP,20G,3,1801.553398,1247.62
NYANZA,SAWA  SOAP,225G,8,347.9698737,1236.913
NORTH RIFT,SAWA  SOAP,20G,12,474.1860465,1236.081458
NYANZA,SAWA PETROLLEUM JELLY,50ML,7,809.9133089,1235.18534
NORTH RIFT,SAWA  SOAP,20G,1,2518.444444,1218.47
NYANZA,SAWA  SOAP,125G,11,336.4165029,1215.7375
COAST,SAWA PETROLLEUM JELLY,200ML,6,1359.150198,1198.406944
NYANZA,SAWA  SOAP,225G,9,230.3579508,1185.6
NYANZA,SAWA PETROLLEUM JELLY,30ML,9,654.0760649,1172.076667
NYANZA,SAWA  SOAP,125G,8,281.3376178,1164.675
SOUTH RIFT,SAWA  SOAP,70G,5,261.1538462,1156.75
SOUTH RIFT,SAWA PETROLLEUM JELLY,200ML,9,1051.144231,1142.965833
NYANZA,SAWA  SOAP,225G,10,287.3459507,1126.161
COAST,SAWA  SOAP,,4,1374.736264,1121.4
SOUTH RIFT,SAWA  SOAP,70G,11,173.968988,1109.99
NYANZA,SAWA PETROLLEUM JELLY,50ML,9,540.3112523,1108.457632
NYANZA,SAWA PETROLLEUM JELLY,200ML,1,3431.902174,1100.370833
COAST,SAWA  SOAP,20G,1,2317.314286,1090.21
NORTH RIFT,SAWA PETROLLEUM JELLY,200ML,6,1320.597458,1086.1725
NAIROBI,SAWA  SOAP,70G,2,1166.46,1082.43
COAST,SAWA PETROLLEUM JELLY,200ML,9,1134.044118,1075.016667
NAIROBI,SAWA  SOAP,,5,2075.260116,1073
COAST,SAWA  SOAP,20G,4,1634.354167,1055.351458
NYANZA,SAWA  SOAP,225G,7,464.1441578,1051.595
CENTRAL,SAWA  SOAP,70G,10,201.81363,1029.28
COAST,SAWA  SOAP,,3,1517.264317,1029.2
CENTRAL,SAWA  SOAP,,2,1615.924528,1022.8
NORTH RIFT,SAWA  SOAP,70G,5,326.5167243,1015.49
COAST,SAWA  SOAP,20G,5,1490.6,1002.76
NORTH RIFT,SAWA  SOAP,70G,4,376.4993234,992.95
COAST,SAWA PETROLLEUM JELLY,200ML,4,1790.816456,986.1080556
CENTRAL,SAWA  SOAP,20G,11,1664.204545,985.3914583
SOUTH RIFT,SAWA  SOAP,70G,4,298.3002183,984.69
NORTH RIFT,SAWA  SOAP,250G,1,1325.687831,982.48
COAST,SAWA PETROLLEUM JELLY,90ML,7,835.5561497,977.67
CENTRAL,SAWA PETROLLEUM JELLY,200ML,7,1907.445205,970.5575
COAST,SAWA  SOAP,250G,2,1188.839024,959.87
NYANZA,SAWA  SOAP,125G,10,270.9784394,937.525
COAST,SAWA  SOAP,250G,1,1583.26,935.59
SOUTH RIFT,SAWA  SOAP,70G,8,217.4534884,927.92
NYANZA,SAWA PETROLLEUM JELLY,90ML,7,1150.11501,923.8905
NYANZA,SAWA PETROLLEUM JELLY,50ML,1,576.7171129,922.0859375
NYANZA,SAWA  SOAP,250G,6,1851.746032,919.26
NORTH RIFT,SAWA PETROLLEUM JELLY,50ML,7,301.5021407,915.9071736
COAST,SAWA PETROLLEUM JELLY,200ML,3,1182.788288,915.1163889
NAIROBI,SAWA  SOAP,20G,11,1424.652632,909.4395139
NORTH RIFT,SAWA  SOAP,20G,11,391.4454277,894.9859722
NYANZA,SAWA PETROLLEUM JELLY,200ML,2,3108.731707,888.41
NYANZA,SAWA PETROLLEUM JELLY,90ML,8,864.3647604,875.466
SOUTH RIFT,SAWA  SOAP,70G,9,183.7278107,869.96
NORTH RIFT,SAWA PETROLLEUM JELLY,200ML,5,1349.565217,865.4222222
NYANZA,SAWA PETROLLEUM JELLY,90ML,5,1708.077882,859.3245
SOUTH RIFT,SAWA  SOAP,,1,374.3006536,855.2
CENTRAL,SAWA PETROLLEUM JELLY,50ML,9,587.1722114,854.8025
CENTRAL,SAWA PETROLLEUM JELLY,200ML,8,1630.771812,846.8291667
SOUTH RIFT,SAWA  SOAP,70G,6,214.7059361,845.81
NORTH RIFT,SAWA PETROLLEUM JELLY,50ML,8,251.8627015,841.3837153
COAST,SAWA PETROLLEUM JELLY,200ML,2,1304.228261,836.3494444
COAST,SAWA  SOAP,250G,3,1461.772414,835.15
SOUTH RIFT,SAWA PETROLLEUM JELLY,200ML,5,1047.429825,832.2927778
NAIROBI,SAWA  SOAP,70G,6,810.3920863,829.57
NAIROBI,SAWA PETROLLEUM JELLY,200ML,7,1437.363636,826.5458333
NYANZA,SAWA PETROLLEUM JELLY,30ML,1,553.803198,817.6161667
NYANZA,SAWA  SOAP,125G,9,165.6832612,817.3
NORTH RIFT,SAWA PETROLLEUM JELLY,200ML,3,1070.100457,816.7422222
NYANZA,SAWA PETROLLEUM JELLY,200ML,10,1443.024691,814.7138889
NYANZA,SAWA PETROLLEUM JELLY,200ML,3,2860.901235,807.6147222
COAST,SAWA PETROLLEUM JELLY,50ML,7,510.1359927,800.785
SOUTH RIFT,SAWA  SOAP,70G,7,192.3429542,799.26
CENTRAL,SAWA PETROLLEUM JELLY,50ML,2,372.7970628,795.4725
SOUTH RIFT,SAWA PETROLLEUM JELLY,200ML,6,1416.440994,794.7686111
NYANZA,SAWA  SOAP,125G,7,282.7227848,789.7125
NYANZA,SAWA PETROLLEUM JELLY,50ML,2,689.1934959,788.8642222
CENTRAL,SAWA  SOAP,250G,1,1684.310924,788.64625
NORTH RIFT,SAWA  SOAP,70G,6,486.6808036,783.58
NORTH RIFT,SAWA  SOAP,,4,366.8448519,776
NAIROBI,SAWA PETROLLEUM JELLY,200ML,9,1247.772727,765.3577778
NAIROBI,SAWA  SOAP,70G,12,434.2383838,763.56
COAST,SAWA  SOAP,,6,1053.396694,761.8
COAST,SAWA  SOAP,20G,8,1380.296296,752.07
SOUTH RIFT,SAWA  SOAP,70G,10,162.6425305,742.91
NORTH RIFT,SAWA  SOAP,,2,438.3522124,739.6
NYANZA,SAWA PETROLLEUM JELLY,50ML,3,514.3641092,735.2729028
COAST,SAWA PETROLLEUM JELLY,200ML,1,1143.857923,729.5238889
NYANZA,SAWA  SOAP,,6,1440.550296,727.6
NAIROBI,SAWA PETROLLEUM JELLY,50ML,7,390.8803089,719.9075
NYANZA,SAWA PETROLLEUM JELLY,30ML,2,689.369338,718.4171667
NYANZA,SAWA PETROLLEUM JELLY,200ML,6,2332.409091,715.3255556
CENTRAL,SAWA PETROLLEUM JELLY,50ML,6,539.5488722,715.19
CENTRAL,SAWA PETROLLEUM JELLY,50ML,5,442.5465839,709.7925
SOUTH RIFT,SAWA PETROLLEUM JELLY,50ML,7,376.8309325,708.73
NAIROBI,SAWA PETROLLEUM JELLY,200ML,8,1278.691824,708.5644444
NORTH RIFT,SAWA  SOAP,,1,483.7026477,704.2
SOUTH RIFT,SAWA PETROLLEUM JELLY,200ML,11,569.9435028,703.1555556
CENTRAL,SAWA PETROLLEUM JELLY,50ML,3,405.925,694.1525
NYANZA,SAWA PETROLLEUM JELLY,50ML,7,538.7347392,692.495
NORTH RIFT,SAWA PETROLLEUM JELLY,200ML,4,1460.748148,687.2669444
SOUTH RIFT,SAWA PETROLLEUM JELLY,90ML,8,747.4315068,682.992
SOUTH RIFT,SAWA PETROLLEUM JELLY,200ML,10,656.7912458,679.8297222
SOUTH RIFT,SAWA PETROLLEUM JELLY,200ML,12,444.1578947,676.4491667
NORTH RIFT,SAWA PETROLLEUM JELLY,90ML,8,530.949005,667.9215
NYANZA,SAWA PETROLLEUM JELLY,30ML,3,511.2688022,665.4126667
NORTH RIFT,USHINDI BAR,800G,8,354.6042945,1081.6
COAST,USHINDI BAR,175G,11,327.5229358,1075.2
SOUTH RIFT,USHINDI BAR,800G,8,328.688478,1073.6
COAST,,400G,7,1140.552147,1072
SOUTH RIFT,USHINDI BAR,175G,1,355.8057143,1070.825
SOUTH RIFT,USHINDI BAR,1000G,7,429.8326996,1057
NORTH RIFT,USHINDI BAR,800G,10,368.5412541,1044.8
NAIROBI,USHINDI BAR,1000G,2,707.8598726,1037
SOUTH RIFT,USHINDI BAR,175G,2,423.1766784,1022.175
CENTRAL,USHINDI BAR,800G,8,671.840625,1008
NAIROBI,USHINDI BAR,800G,8,441.7078189,1004.8
SOUTH RIFT,USHINDI BAR,800G,7,393.6084559,1002.4
NYANZA,USHINDI BAR,800G,1,4650.282609,998.4
NYANZA,,450ML,7,943.875,993.3605
NAIROBI,,450ML,11,336.5123762,990.58575
COAST,,450ML,3,575.8425532,986.8860833
COAST,USHINDI BAR,1000G,1,5120.658537,984
NAIROBI,,800G,12,1264.007634,960
NAIROBI,USHINDI BAR,1000G,7,723.8178571,949
NORTH RIFT,USHINDI BAR,800G,3,1274.660377,945.6
CENTRAL,USHINDI BAR,800G,10,919.6296296,931.2
NAIROBI,USHINDI BAR,800G,7,406.1544885,909.6
NAIROBI,,800ML,6,3385.030303,901.2773333
NAIROBI,USHINDI BAR,1000G,5,991.6804124,901
CENTRAL,USHINDI BAR,175G,2,528.6287879,894.95
NAIROBI,,800ML,2,4821.217391,894.6986667
COAST,USHINDI BAR,175G,6,717.0102041,893.725
NAIROBI,,800ML,3,5513.8,889.7646667
SOUTH RIFT,,450ML,12,183.1203008,886.9950833
COAST,,450ML,1,534.8590308,885.14525
CENTRAL,USHINDI BAR,800G,12,921.0439024,883.2
COAST,,800ML,7,1344.197531,878.252
SOUTH RIFT,,450ML,9,343.7317784,860.1725
NAIROBI,,450ML,12,317.6549865,858.3226667
NYANZA,USHINDI BAR,800G,6,4257.395349,854.4
CENTRAL,USHINDI BAR,800G,11,810.2488889,854.4
NYANZA,,450ML,8,878.2575758,847.2236667
NYANZA,USHINDI BAR,800G,4,2592.842857,847.2
SOUTH RIFT,,800ML,9,719.2054795,847.0033333
CENTRAL,USHINDI BAR,800G,7,697.3151751,840
CENTRAL,USHINDI BAR,800G,6,694.2751938,838.4
NAIROBI,USHINDI BAR,800G,10,491.5096419,836
NAIROBI,USHINDI BAR,1000G,8,677.2720307,830
NORTH RIFT,USHINDI BAR,175G,3,426.0859031,822.325
CENTRAL,USHINDI BAR,175G,3,481.3435115,816.55
SOUTH RIFT,,450ML,4,278.6309227,814.8515833
SOUTH RIFT,USHINDI BAR,175G,6,695.770073,812
CENTRAL,USHINDI BAR,800G,1,603.7770035,810.4
NORTH RIFT,USHINDI BAR,800G,2,874.3989899,808.8
SOUTH RIFT,,450ML,10,281.7175573,807.45225
SOUTH RIFT,USHINDI BAR,800G,10,353.1536885,807.2
CENTRAL,USHINDI BAR,800G,2,694.5789474,802.4
NORTH RIFT,USHINDI BAR,175G,2,482.75,799.05
COAST,USHINDI BAR,175G,7,373.3286853,795.375
COAST,USHINDI BAR,1000G,3,4035.119048,794
NORTH RIFT,USHINDI BAR,800G,9,305.8953069,792.8
